segment,step,move_frame,before,target,after,request,error,flags,side_hit,callback_frame
5,1,10365,"0.0000|-2.7500|1.5000","0.0000|-2.7200|1.6063","0.0000|-2.7500|1.6063",0.1104,0.0300,"None","",-1
5,2,10366,"0.0000|-2.7500|1.6063","0.0000|-2.7200|1.7125","0.0000|-2.7500|1.7125",0.1104,0.0300,"None","",-1
5,3,10367,"0.0000|-2.7500|1.7125","0.0000|-2.7200|1.8188","0.0000|-2.7500|1.8188",0.1104,0.0300,"None","",-1
5,4,10368,"0.0000|-2.7500|1.8188","0.0000|-2.7200|1.9250","0.0000|-2.7500|1.9250",0.1104,0.0300,"None","",-1
5,5,10369,"0.0000|-2.7500|1.9250","0.0000|-2.7200|2.0313","0.0000|-2.7500|2.0313",0.1104,0.0300,"None","",-1
5,6,10370,"0.0000|-2.7500|2.0313","0.0000|-2.7200|2.1375","0.0000|-2.7500|2.1375",0.1104,0.0300,"None","",-1
5,7,10371,"0.0000|-2.7500|2.1375","0.0000|-2.7200|2.2438","0.0000|-2.7500|2.2438",0.1104,0.0300,"None","",-1
5,8,10372,"0.0000|-2.7500|2.2438","0.0000|-2.7200|2.3500","0.0000|-2.7500|2.3500",0.1104,0.0300,"None","",-1
6,1,10373,"0.0000|-2.7500|2.3500","0.0000|-2.7200|2.2438","0.0000|-2.7500|2.2438",0.1104,0.0300,"None","",-1
6,2,10374,"0.0000|-2.7500|2.2438","0.0000|-2.7200|2.1375","0.0000|-2.7500|2.1375",0.1104,0.0300,"None","",-1
6,3,10375,"0.0000|-2.7500|2.1375","0.0000|-2.7200|2.0313","0.0000|-2.7500|2.0313",0.1104,0.0300,"None","",-1
6,4,10376,"0.0000|-2.7500|2.0313","0.0000|-2.7200|1.9250","0.0000|-2.7500|1.9250",0.1104,0.0300,"None","",-1
6,5,10377,"0.0000|-2.7500|1.9250","0.0000|-2.7200|1.8188","0.0000|-2.7500|1.8188",0.1104,0.0300,"None","",-1
6,6,10378,"0.0000|-2.7500|1.8188","0.0000|-2.7200|1.7125","0.0000|-2.7500|1.7125",0.1104,0.0300,"None","",-1
6,7,10379,"0.0000|-2.7500|1.7125","0.0000|-2.7200|1.6063","0.0000|-2.7500|1.6063",0.1104,0.0300,"None","",-1
6,8,10380,"0.0000|-2.7500|1.6063","0.0000|-2.7200|1.5000","0.0000|-2.7500|1.5000",0.1104,0.0300,"None","",-1
7,1,10381,"0.0000|-2.7500|1.5000","0.0000|-2.7200|1.3808","0.0000|-2.7500|1.3808",0.1229,0.0300,"None","",-1
7,2,10382,"0.0000|-2.7500|1.3808","0.0000|-2.7200|1.2615","0.0000|-2.7500|1.2615",0.1229,0.0300,"None","",-1
7,3,10383,"0.0000|-2.7500|1.2615","0.0000|-2.7200|1.1423","0.0000|-2.7500|1.1423",0.1229,0.0300,"None","",-1
7,4,10384,"0.0000|-2.7500|1.1423","0.0000|-2.7200|1.0231","0.0000|-2.7500|1.0231",0.1229,0.0300,"None","",-1
7,5,10385,"0.0000|-2.7500|1.0231","0.0000|-2.7200|0.9038","0.0000|-2.7500|0.9038",0.1229,0.0300,"None","",-1
7,6,10386,"0.0000|-2.7500|0.9038","0.0000|-2.7200|0.7846","0.0000|-2.7500|0.7846",0.1229,0.0300,"None","",-1
7,7,10387,"0.0000|-2.7500|0.7846","0.0000|-2.7200|0.6654","0.0000|-2.7500|0.6654",0.1229,0.0300,"None","",-1
7,8,10388,"0.0000|-2.7500|0.6654","0.0000|-2.7200|0.5462","0.0000|-2.7500|0.5462",0.1229,0.0300,"None","",-1
7,9,10389,"0.0000|-2.7500|0.5462","0.0000|-2.7200|0.4269","0.0000|-2.7500|0.4269",0.1229,0.0300,"None","",-1
7,10,10390,"0.0000|-2.7500|0.4269","0.0000|-2.7200|0.3077","0.0000|-2.7500|0.3077",0.1229,0.0300,"None","",-1
7,11,10391,"0.0000|-2.7500|0.3077","0.0000|-2.7200|0.1885","0.0000|-2.7500|0.1885",0.1229,0.0300,"None","",-1
7,12,10392,"0.0000|-2.7500|0.1885","0.0000|-2.7200|0.0692","0.0000|-2.7500|0.0692",0.1229,0.0300,"None","",-1
7,13,10393,"0.0000|-2.7500|0.0692","0.0000|-2.7200|-0.0500","0.0000|-2.7500|-0.0500",0.1229,0.0300,"None","",-1
7,14,10394,"0.0000|-2.7500|-0.0500","0.0000|-2.7200|-0.1692","0.0000|-2.7500|-0.1692",0.1229,0.0300,"None","",-1
7,15,10395,"0.0000|-2.7500|-0.1692","0.0000|-2.7200|-0.2885","0.0000|-2.7500|-0.2885",0.1229,0.0300,"None","",-1
7,16,10396,"0.0000|-2.7500|-0.2885","0.0000|-2.7200|-0.4077","0.0000|-2.7500|-0.4077",0.1229,0.0300,"None","",-1
7,17,10397,"0.0000|-2.7500|-0.4077","0.0000|-2.7200|-0.5269","0.0000|-2.7500|-0.5269",0.1229,0.0300,"None","",-1
7,18,10398,"0.0000|-2.7500|-0.5269","0.0000|-2.7200|-0.6462","0.0000|-2.7500|-0.6462",0.1229,0.0300,"None","",-1
7,19,10399,"0.0000|-2.7500|-0.6462","0.0000|-2.7200|-0.7654","0.0000|-2.7500|-0.7654",0.1229,0.0300,"None","",-1
7,20,10400,"0.0000|-2.7500|-0.7654","0.0000|-2.7200|-0.8846","0.0000|-2.7500|-0.8846",0.1229,0.0300,"None","",-1
7,21,10401,"0.0000|-2.7500|-0.8846","0.0000|-2.7200|-1.0038","0.0000|-2.7500|-1.0038",0.1229,0.0300,"None","",-1
7,22,10402,"0.0000|-2.7500|-1.0038","0.0000|-2.7200|-1.1231","0.0000|-2.7500|-1.1231",0.1229,0.0300,"None","",-1
7,23,10403,"0.0000|-2.7500|-1.1231","0.0000|-2.7200|-1.2423","0.0000|-2.7500|-1.2423",0.1229,0.0300,"None","",-1
7,24,10404,"0.0000|-2.7500|-1.2423","0.0000|-2.7200|-1.3615","0.0000|-2.7500|-1.3615",0.1229,0.0300,"None","",-1
7,25,10405,"0.0000|-2.7500|-1.3615","0.0000|-2.7200|-1.4808","0.0000|-2.7500|-1.4808",0.1229,0.0300,"None","",-1
7,26,10406,"0.0000|-2.7500|-1.4808","0.0000|-2.7200|-1.6000","0.0000|-2.7500|-1.6000",0.1229,0.0300,"None","",-1
8,1,10407,"0.0000|-2.7500|-1.6000","0.0000|-2.7200|-1.7176","0.0000|-2.7500|-1.7176",0.1214,0.0300,"None","",-1
8,2,10408,"0.0000|-2.7500|-1.7176","0.0000|-2.7200|-1.8353","0.0000|-2.7500|-1.8353",0.1214,0.0300,"None","",-1
8,3,10409,"0.0000|-2.7500|-1.8353","0.0000|-2.7200|-1.9529","0.0000|-2.7500|-1.9529",0.1214,0.0300,"None","",-1
8,4,10410,"0.0000|-2.7500|-1.9529","0.0000|-2.7200|-2.0706","0.0000|-2.7500|-2.0706",0.1214,0.0300,"None","",-1
8,5,10411,"0.0000|-2.7500|-2.0706","0.0000|-2.7200|-2.1882","0.0000|-2.7500|-2.1882",0.1214,0.0300,"None","",-1
8,6,10412,"0.0000|-2.7500|-2.1882","0.0000|-2.7200|-2.3059","0.0000|-2.7500|-2.3059",0.1214,0.0300,"None","",-1
8,7,10413,"0.0000|-2.7500|-2.3059","0.0000|-2.7200|-2.4235","0.0000|-2.7500|-2.4235",0.1214,0.0300,"None","",-1
8,8,10414,"0.0000|-2.7500|-2.4235","0.0000|-2.7200|-2.5412","0.0000|-2.7500|-2.5412",0.1214,0.0300,"None","",-1
8,9,10415,"0.0000|-2.7500|-2.5412","0.0000|-2.7200|-2.6588","0.0000|-2.7500|-2.6588",0.1214,0.0300,"None","",-1
8,10,10416,"0.0000|-2.7500|-2.6588","0.0000|-2.7200|-2.7765","0.0000|-2.7500|-2.7765",0.1214,0.0300,"None","",-1
8,11,10417,"0.0000|-2.7500|-2.7765","0.0000|-2.7200|-2.8941","0.0000|-2.7500|-2.8941",0.1214,0.0300,"None","",-1
8,12,10418,"0.0000|-2.7500|-2.8941","0.0000|-2.7200|-3.0118","0.0000|-2.7500|-3.0118",0.1214,0.0300,"None","",-1
8,13,10419,"0.0000|-2.7500|-3.0118","0.0000|-2.7200|-3.1294","0.0000|-2.7500|-3.1294",0.1214,0.0300,"None","",-1
8,14,10420,"0.0000|-2.7500|-3.1294","0.0000|-2.7200|-3.2471","0.0000|-2.7500|-3.2471",0.1214,0.0300,"None","",-1
8,15,10421,"0.0000|-2.7500|-3.2471","0.0000|-2.7200|-3.3647","0.0000|-2.7500|-3.3647",0.1214,0.0300,"None","",-1
8,16,10422,"0.0000|-2.7500|-3.3647","0.0000|-2.7200|-3.4824","0.0000|-2.7500|-3.4824",0.1214,0.0300,"None","",-1
8,17,10423,"0.0000|-2.7500|-3.4824","0.0000|-2.7200|-3.6000","0.0000|-2.7500|-3.6000",0.1214,0.0300,"None","",-1
8,18,10424,"0.0000|-2.7500|-3.6000","0.0000|-2.7200|-3.7176","0.0000|-2.7500|-3.7176",0.1214,0.0300,"None","",-1
8,19,10425,"0.0000|-2.7500|-3.7176","0.0000|-2.7200|-3.8353","0.0000|-2.7500|-3.8353",0.1214,0.0300,"None","",-1
8,20,10426,"0.0000|-2.7500|-3.8353","0.0000|-2.7200|-3.9529","0.0000|-2.7500|-3.9529",0.1214,0.0300,"None","",-1
8,21,10427,"0.0000|-2.7500|-3.9529","0.0000|-2.7200|-4.0706","0.0000|-2.7500|-4.0706",0.1214,0.0300,"None","",-1
8,22,10428,"0.0000|-2.7500|-4.0706","0.0000|-2.7200|-4.1882","0.0000|-2.7500|-4.1882",0.1214,0.0300,"None","",-1
8,23,10429,"0.0000|-2.7500|-4.1882","0.0000|-2.7200|-4.3059","0.0000|-2.7500|-4.3059",0.1214,0.0300,"None","",-1
8,24,10430,"0.0000|-2.7500|-4.3059","0.0000|-2.7200|-4.4235","0.0000|-2.7500|-4.4235",0.1214,0.0300,"None","",-1
8,25,10431,"0.0000|-2.7500|-4.4235","0.0000|-2.7200|-4.5412","0.0000|-2.7500|-4.5412",0.1214,0.0300,"None","",-1
8,26,10432,"0.0000|-2.7500|-4.5412","0.0000|-2.7200|-4.6588","0.0000|-2.7500|-4.6588",0.1214,0.0300,"None","",-1
8,27,10433,"0.0000|-2.7500|-4.6588","0.0000|-2.7200|-4.7765","0.0000|-2.7500|-4.7765",0.1214,0.0300,"None","",-1
8,28,10434,"0.0000|-2.7500|-4.7765","0.0000|-2.7200|-4.8941","0.0000|-2.7500|-4.8941",0.1214,0.0300,"None","",-1
8,29,10435,"0.0000|-2.7500|-4.8941","0.0000|-2.7200|-5.0118","0.0000|-2.7500|-5.0118",0.1214,0.0300,"None","",-1
8,30,10436,"0.0000|-2.7500|-5.0118","0.0000|-2.7200|-5.1294","0.0000|-2.7500|-5.1294",0.1214,0.0300,"None","",-1
8,31,10437,"0.0000|-2.7500|-5.1294","0.0000|-2.7200|-5.2471","0.0000|-2.7500|-5.2471",0.1214,0.0300,"None","",-1
8,32,10438,"0.0000|-2.7500|-5.2471","0.0000|-2.7200|-5.3647","0.0000|-2.7500|-5.3647",0.1214,0.0300,"None","",-1
8,33,10439,"0.0000|-2.7500|-5.3647","0.0000|-2.7200|-5.4824","0.0000|-2.7500|-5.4824",0.1214,0.0300,"None","",-1
8,34,10440,"0.0000|-2.7500|-5.4824","0.0000|-2.7200|-5.6000","-0.0006|-2.7105|-5.5948",0.1214,0.0109,"Sides","",-1
9,1,10441,"-0.0006|-2.7105|-5.5948","0.0111|-2.6620|-5.7038","0.0105|-2.6524|-5.6985",0.1199,0.0110,"Sides","",-1
9,2,10442,"0.0105|-2.6524|-5.6985","0.0221|-2.6040|-5.8076","0.0216|-2.5943|-5.8023",0.1199,0.0110,"Sides","",-1
9,3,10443,"0.0216|-2.5943|-5.8023","0.0332|-2.5460|-5.9115","0.0326|-2.5363|-5.9061",0.1199,0.0110,"Sides","",-1
9,4,10444,"0.0326|-2.5363|-5.9061","0.0443|-2.4879|-6.0153","0.0437|-2.4783|-6.0100",0.1199,0.0110,"Sides","",-1
9,5,10445,"0.0437|-2.4783|-6.0100","0.0553|-2.4299|-6.1191","0.0548|-2.4203|-6.1138",0.1199,0.0110,"Sides","",-1
9,6,10446,"0.0548|-2.4203|-6.1138","0.0664|-2.3719|-6.2229","0.0658|-2.3623|-6.2176",0.1199,0.0110,"Sides","",-1
9,7,10447,"0.0658|-2.3623|-6.2176","0.0775|-2.3139|-6.3267","0.0769|-2.3043|-6.3214",0.1199,0.0110,"Sides","",-1
9,8,10448,"0.0769|-2.3043|-6.3214","0.0885|-2.2559|-6.4305","0.0880|-2.2463|-6.4252",0.1199,0.0110,"Sides","",-1
9,9,10449,"0.0880|-2.2463|-6.4252","0.0996|-2.1979|-6.5344","0.0991|-2.1882|-6.5290",0.1199,0.0110,"Sides","",-1
9,10,10450,"0.0991|-2.1882|-6.5290","0.1107|-2.1398|-6.6382","0.1101|-2.1302|-6.6329",0.1199,0.0110,"Sides","",-1
9,11,10451,"0.1101|-2.1302|-6.6329","0.1218|-2.0818|-6.7420","0.1212|-2.0722|-6.7367",0.1199,0.0110,"Sides","",-1
9,12,10452,"0.1212|-2.0722|-6.7367","0.1328|-2.0238|-6.8458","0.1323|-2.0142|-6.8405",0.1199,0.0110,"Sides","",-1
9,13,10453,"0.1323|-2.0142|-6.8405","0.1439|-1.9658|-6.9496","0.1433|-1.9562|-6.9443",0.1199,0.0110,"Sides","",-1
9,14,10454,"0.1433|-1.9562|-6.9443","0.1550|-1.9078|-7.0534","0.1544|-1.8982|-7.0481",0.1199,0.0110,"Sides","",-1
9,15,10455,"0.1544|-1.8982|-7.0481","0.1660|-1.8498|-7.1573","0.1655|-1.8402|-7.1519",0.1199,0.0110,"Sides","",-1
9,16,10456,"0.1655|-1.8402|-7.1519","0.1771|-1.7918|-7.2611","0.1765|-1.7821|-7.2558",0.1199,0.0110,"Sides","",-1
9,17,10457,"0.1765|-1.7821|-7.2558","0.1882|-1.7337|-7.3649","0.1876|-1.7241|-7.3596",0.1199,0.0110,"Sides","",-1
9,18,10458,"0.1876|-1.7241|-7.3596","0.1992|-1.6757|-7.4687","0.1987|-1.6661|-7.4634",0.1199,0.0110,"Sides","",-1
9,19,10459,"0.1987|-1.6661|-7.4634","0.2103|-1.6177|-7.5725","0.2097|-1.6081|-7.5672",0.1199,0.0110,"Sides","",-1
9,20,10460,"0.2097|-1.6081|-7.5672","0.2214|-1.5597|-7.6763","0.2208|-1.5501|-7.6710",0.1199,0.0110,"Sides","",-1
9,21,10461,"0.2208|-1.5501|-7.6710","0.2324|-1.5017|-7.7802","0.2319|-1.4921|-7.7748",0.1199,0.0110,"Sides","",-1
9,22,10462,"0.2319|-1.4921|-7.7748","0.2435|-1.4437|-7.8840","0.2429|-1.4340|-7.8787",0.1199,0.0110,"Sides","",-1
9,23,10463,"0.2429|-1.4340|-7.8787","0.2546|-1.3856|-7.9878","0.2540|-1.3760|-7.9825",0.1199,0.0110,"Sides","",-1
9,24,10464,"0.2540|-1.3760|-7.9825","0.2656|-1.3276|-8.0916","0.2651|-1.3180|-8.0863",0.1199,0.0110,"Sides","",-1
9,25,10465,"0.2651|-1.3180|-8.0863","0.2767|-1.2696|-8.1954","0.2762|-1.2600|-8.1901",0.1199,0.0110,"Sides","",-1
9,26,10466,"0.2762|-1.2600|-8.1901","0.2878|-1.2116|-8.2992","0.2872|-1.2020|-8.2939",0.1199,0.0110,"Sides","",-1
9,27,10467,"0.2872|-1.2020|-8.2939","0.2989|-1.1536|-8.4031","0.2983|-1.1440|-8.3977",0.1199,0.0110,"Sides","",-1
9,28,10468,"0.2983|-1.1440|-8.3977","0.3099|-1.0956|-8.5069","0.3094|-1.0860|-8.5016",0.1199,0.0110,"Sides","",-1
9,29,10469,"0.3094|-1.0860|-8.5016","0.3210|-1.0376|-8.6107","0.3204|-1.0279|-8.6054",0.1199,0.0110,"Sides","",-1
9,30,10470,"0.3204|-1.0279|-8.6054","0.3321|-0.9795|-8.7145","0.3315|-0.9699|-8.7092",0.1199,0.0110,"Sides","",-1
9,31,10471,"0.3315|-0.9699|-8.7092","0.3431|-0.9215|-8.8183","0.3426|-0.9119|-8.8130",0.1199,0.0110,"Sides","",-1
9,32,10472,"0.3426|-0.9119|-8.8130","0.3542|-0.8635|-8.9221","0.3536|-0.8539|-8.9168",0.1199,0.0110,"Sides","",-1
9,33,10473,"0.3536|-0.8539|-8.9168","0.3653|-0.8055|-9.0260","0.3647|-0.7959|-9.0206",0.1199,0.0110,"Sides","",-1
9,34,10474,"0.3647|-0.7959|-9.0206","0.3763|-0.7475|-9.1298","0.3758|-0.7379|-9.1245",0.1199,0.0110,"Sides","",-1
9,35,10475,"0.3758|-0.7379|-9.1245","0.3874|-0.6895|-9.2336","0.3868|-0.6798|-9.2283",0.1199,0.0110,"Sides","",-1
9,36,10476,"0.3868|-0.6798|-9.2283","0.3985|-0.6315|-9.3374","0.3979|-0.6218|-9.3321",0.1199,0.0110,"Sides","",-1
9,37,10477,"0.3979|-0.6218|-9.3321","0.4095|-0.5734|-9.4412","0.4090|-0.5638|-9.4359",0.1199,0.0110,"Sides","",-1
9,38,10478,"0.4090|-0.5638|-9.4359","0.4206|-0.5154|-9.5450","0.4200|-0.5058|-9.5397",0.1199,0.0110,"Sides","",-1
9,39,10479,"0.4200|-0.5058|-9.5397","0.4317|-0.4574|-9.6489","0.4311|-0.4478|-9.6435",0.1199,0.0110,"Sides","",-1
9,40,10480,"0.4311|-0.4478|-9.6435","0.4427|-0.3994|-9.7527","0.4422|-0.3898|-9.7474",0.1199,0.0110,"Sides","",-1
9,41,10481,"0.4422|-0.3898|-9.7474","0.4538|-0.3414|-9.8565","0.4533|-0.3318|-9.8512",0.1199,0.0110,"Sides","",-1
9,42,10482,"0.4533|-0.3318|-9.8512","0.4649|-0.2834|-9.9603","0.4643|-0.2737|-9.9550",0.1199,0.0110,"Sides","",-1
9,43,10483,"0.4643|-0.2737|-9.9550","0.4760|-0.2253|-10.0641","0.4754|-0.2157|-10.0588",0.1199,0.0110,"Sides","",-1
9,44,10484,"0.4754|-0.2157|-10.0588","0.4870|-0.1673|-10.1679","0.4865|-0.1577|-10.1626",0.1199,0.0110,"Sides","",-1
9,45,10485,"0.4865|-0.1577|-10.1626","0.4981|-0.1093|-10.2718","0.4975|-0.0997|-10.2664",0.1199,0.0110,"Sides","",-1
9,46,10486,"0.4975|-0.0997|-10.2664","0.5092|-0.0513|-10.3756","0.5086|-0.0417|-10.3703",0.1199,0.0110,"Sides","",-1
9,47,10487,"0.5086|-0.0417|-10.3703","0.5202|0.0067|-10.4794","0.5197|0.0163|-10.4741",0.1199,0.0110,"Sides","",-1
9,48,10488,"0.5197|0.0163|-10.4741","0.5313|0.0647|-10.5832","0.5307|0.0744|-10.5779",0.1199,0.0110,"Sides","",-1
9,49,10489,"0.5307|0.0744|-10.5779","0.5424|0.1227|-10.6870","0.5418|0.1324|-10.6817",0.1199,0.0110,"Sides","",-1
9,50,10490,"0.5418|0.1324|-10.6817","0.5534|0.1808|-10.7908","0.5529|0.1904|-10.7855",0.1199,0.0110,"Sides","",-1
9,51,10491,"0.5529|0.1904|-10.7855","0.5645|0.2388|-10.8947","0.5639|0.2484|-10.8893",0.1199,0.0110,"Sides","",-1
9,52,10492,"0.5639|0.2484|-10.8893","0.5756|0.2968|-10.9985","0.5750|0.3064|-10.9932",0.1199,0.0110,"Sides","",-1
9,53,10493,"0.5750|0.3064|-10.9932","0.5866|0.3548|-11.1023","0.5861|0.3644|-11.0970",0.1199,0.0110,"Sides","",-1
9,54,10494,"0.5861|0.3644|-11.0970","0.5977|0.4128|-11.2061","0.5971|0.4224|-11.2008",0.1199,0.0110,"Sides","",-1
9,55,10495,"0.5971|0.4224|-11.2008","0.6088|0.4708|-11.3099","0.6082|0.4805|-11.3046",0.1199,0.0110,"Sides","",-1
9,56,10496,"0.6082|0.4805|-11.3046","0.6198|0.5289|-11.4137","0.6193|0.5385|-11.4084",0.1199,0.0110,"Sides","",-1
9,57,10497,"0.6193|0.5385|-11.4084","0.6309|0.5869|-11.5176","0.6303|0.5965|-11.5122",0.1199,0.0110,"Sides","",-1
9,58,10498,"0.6303|0.5965|-11.5122","0.6420|0.6449|-11.6214","0.6414|0.6545|-11.6161",0.1199,0.0110,"Sides","",-1
9,59,10499,"0.6414|0.6545|-11.6161","0.6531|0.7029|-11.7252","0.6525|0.7125|-11.7199",0.1199,0.0110,"Sides","",-1
9,60,10500,"0.6525|0.7125|-11.7199","0.6641|0.7609|-11.8290","0.6636|0.7705|-11.8237",0.1199,0.0110,"Sides","",-1
9,61,10501,"0.6636|0.7705|-11.8237","0.6752|0.8189|-11.9328","0.6746|0.8286|-11.9275",0.1199,0.0110,"Sides","",-1
9,62,10502,"0.6746|0.8286|-11.9275","0.6863|0.8769|-12.0366","0.6857|0.8866|-12.0313",0.1199,0.0110,"Sides","",-1
9,63,10503,"0.6857|0.8866|-12.0313","0.6973|0.9350|-12.1405","0.6968|0.9446|-12.1351",0.1199,0.0110,"Sides","",-1
9,64,10504,"0.6968|0.9446|-12.1351","0.7084|0.9930|-12.2443","0.7078|1.0026|-12.2390",0.1199,0.0110,"Sides","",-1
9,65,10505,"0.7078|1.0026|-12.2390","0.7195|1.0510|-12.3481","0.7189|1.0606|-12.3428",0.1199,0.0110,"Sides","",-1
9,66,10506,"0.7189|1.0606|-12.3428","0.7305|1.1090|-12.4519","0.7300|1.1186|-12.4466",0.1199,0.0110,"Sides","",-1
9,67,10507,"0.7300|1.1186|-12.4466","0.7416|1.1670|-12.5557","0.7410|1.1766|-12.5504",0.1199,0.0110,"Sides","",-1
9,68,10508,"0.7410|1.1766|-12.5504","0.7527|1.2250|-12.6595","0.7521|1.2347|-12.6542",0.1199,0.0110,"Sides","",-1
9,69,10509,"0.7521|1.2347|-12.6542","0.7637|1.2831|-12.7634","0.7632|1.2927|-12.7580",0.1199,0.0110,"Sides","",-1
9,70,10510,"0.7632|1.2927|-12.7580","0.7748|1.3411|-12.8672","0.7742|1.3507|-12.8619",0.1199,0.0110,"Sides","",-1
9,71,10511,"0.7742|1.3507|-12.8619","0.7859|1.3991|-12.9710","0.7853|1.4087|-12.9657",0.1199,0.0110,"Sides","",-1
9,72,10512,"0.7853|1.4087|-12.9657","0.7969|1.4571|-13.0748","0.7964|1.4667|-13.0695",0.1199,0.0110,"Sides","",-1
9,73,10513,"0.7964|1.4667|-13.0695","0.8080|1.5151|-13.1786","0.8074|1.5247|-13.1733",0.1199,0.0110,"Sides","",-1
9,74,10514,"0.8074|1.5247|-13.1733","0.8191|1.5731|-13.2824","0.8185|1.5828|-13.2771",0.1199,0.0110,"Sides","",-1
9,75,10515,"0.8185|1.5828|-13.2771","0.8302|1.6311|-13.3863","0.8296|1.6408|-13.3809",0.1199,0.0110,"Sides","",-1
9,76,10516,"0.8296|1.6408|-13.3809","0.8412|1.6892|-13.4901","0.8407|1.6988|-13.4848",0.1199,0.0110,"Sides","",-1
9,77,10517,"0.8407|1.6988|-13.4848","0.8523|1.7472|-13.5939","0.8517|1.7568|-13.5886",0.1199,0.0110,"Sides","",-1
9,78,10518,"0.8517|1.7568|-13.5886","0.8634|1.8052|-13.6977","0.8628|1.8148|-13.6924",0.1199,0.0110,"Sides","",-1
9,79,10519,"0.8628|1.8148|-13.6924","0.8744|1.8632|-13.8015","0.8739|1.8728|-13.7962",0.1199,0.0110,"Sides","",-1
9,80,10520,"0.8739|1.8728|-13.7962","0.8855|1.9212|-13.9053","0.8849|1.9308|-13.9000",0.1199,0.0110,"Sides","",-1
9,81,10521,"0.8849|1.9308|-13.9000","0.8966|1.9792|-14.0092","0.8960|1.9889|-14.0038",0.1199,0.0110,"Sides","",-1
9,82,10522,"0.8960|1.9889|-14.0038","0.9076|2.0373|-14.1130","0.9071|2.0469|-14.1077",0.1199,0.0110,"Sides","",-1
9,83,10523,"0.9071|2.0469|-14.1077","0.9187|2.0953|-14.2168","0.9181|2.1049|-14.2115",0.1199,0.0110,"Sides","",-1
9,84,10524,"0.9181|2.1049|-14.2115","0.9298|2.1533|-14.3206","0.9292|2.1629|-14.3153",0.1199,0.0110,"Sides","",-1
9,85,10525,"0.9292|2.1629|-14.3153","0.9408|2.2113|-14.4244","0.9403|2.2209|-14.4191",0.1199,0.0110,"Sides","",-1
9,86,10526,"0.9403|2.2209|-14.4191","0.9519|2.2693|-14.5282","0.9513|2.2789|-14.5229",0.1199,0.0110,"Sides","",-1
9,87,10527,"0.9513|2.2789|-14.5229","0.9630|2.3273|-14.6321","0.9624|2.3369|-14.6268",0.1199,0.0110,"Sides","",-1
9,88,10528,"0.9624|2.3369|-14.6268","0.9740|2.3853|-14.7359","0.9735|2.3950|-14.7306",0.1199,0.0110,"Sides","",-1
9,89,10529,"0.9735|2.3950|-14.7306","0.9851|2.4434|-14.8397","0.9845|2.4530|-14.8344",0.1199,0.0110,"Sides","",-1
9,90,10530,"0.9845|2.4530|-14.8344","0.9962|2.5014|-14.9435","0.9956|2.5110|-14.9382",0.1199,0.0110,"Sides","",-1
9,91,10531,"0.9956|2.5110|-14.9382","1.0073|2.5594|-15.0473","1.0067|2.5690|-15.0420",0.1199,0.0110,"Sides","",-1
9,92,10532,"1.0067|2.5690|-15.0420","1.0183|2.6174|-15.1511","1.0178|2.6270|-15.1458",0.1199,0.0110,"Sides","",-1
9,93,10533,"1.0178|2.6270|-15.1458","1.0294|2.6754|-15.2550","1.0288|2.6850|-15.2497",0.1199,0.0110,"Sides","",-1
9,94,10534,"1.0288|2.6850|-15.2497","1.0405|2.7334|-15.3588","1.0399|2.7431|-15.3535",0.1199,0.0110,"Sides","",-1
9,95,10535,"1.0399|2.7431|-15.3535","1.0515|2.7915|-15.4626","1.0510|2.8011|-15.4573",0.1199,0.0110,"Sides","",-1
9,96,10536,"1.0510|2.8011|-15.4573","1.0626|2.8495|-15.5664","1.0620|2.8591|-15.5611",0.1199,0.0110,"Sides","",-1
9,97,10537,"1.0620|2.8591|-15.5611","1.0737|2.9075|-15.6702","1.0731|2.9171|-15.6649",0.1199,0.0110,"Sides","",-1
9,98,10538,"1.0731|2.9171|-15.6649","1.0847|2.9655|-15.7741","1.0842|2.9751|-15.7687",0.1199,0.0110,"Sides","",-1
9,99,10539,"1.0842|2.9751|-15.7687","1.0958|3.0235|-15.8779","1.0952|3.0331|-15.8726",0.1199,0.0110,"Sides","",-1
9,100,10540,"1.0952|3.0331|-15.8726","1.1069|3.0815|-15.9817","1.1063|3.0911|-15.9764",0.1199,0.0110,"Sides","",-1
9,101,10541,"1.1063|3.0911|-15.9764","1.1179|3.1395|-16.0855","1.1174|3.1492|-16.0802",0.1199,0.0110,"Sides","",-1
9,102,10542,"1.1174|3.1492|-16.0802","1.1290|3.1976|-16.1893","1.1284|3.2072|-16.1840",0.1199,0.0110,"Sides","",-1
9,103,10543,"1.1284|3.2072|-16.1840","1.1401|3.2556|-16.2931","1.1395|3.2652|-16.2878",0.1199,0.0110,"Sides","",-1
9,104,10544,"1.1395|3.2652|-16.2878","1.1511|3.3136|-16.3970","1.1506|3.3232|-16.3916",0.1199,0.0110,"Sides","",-1
9,105,10545,"1.1506|3.3232|-16.3916","1.1622|3.3716|-16.5008","1.1616|3.3812|-16.4955",0.1199,0.0110,"Sides","",-1
9,106,10546,"1.1616|3.3812|-16.4955","1.1733|3.4296|-16.6046","1.1727|3.4392|-16.5993",0.1199,0.0110,"Sides","",-1
9,107,10547,"1.1727|3.4392|-16.5993","1.1844|3.4876|-16.7084","1.1838|3.4973|-16.7031",0.1199,0.0110,"Sides","",-1
9,108,10548,"1.1838|3.4973|-16.7031","1.1954|3.5456|-16.8122","1.1949|3.5553|-16.8069",0.1199,0.0110,"Sides","",-1
