segment,step,before,target,after,error,grounding_requested,grounding_applied,horizontal_flags,grounding_flags,horizontal_side_hit,horizontal_ground_hit,horizontal_ambiguous_hit,grounding_side_hit,grounding_ground_hit,grounding_ambiguous_hit
7,34,"4.145,7.755,-4.465","4.067,7.643,-4.709","4.067,7.650,-4.709",0.0066,0.1123,0.1057,"None","Below","","","","","V10_PROXY_Grand_Gallery_Gallery_Floor_Ramp",""
7,35,"4.067,7.650,-4.709","3.988,7.537,-4.954","3.988,7.544,-4.954",0.0066,0.1123,0.1057,"None","Below","","","","","V10_PROXY_Grand_Gallery_Gallery_Floor_Ramp",""
7,36,"3.988,7.544,-4.954","3.909,7.432,-5.198","3.909,7.438,-5.198",0.0066,0.1123,0.1057,"None","Below","","","","","V10_PROXY_Grand_Gallery_Gallery_Floor_Ramp",""
7,37,"3.909,7.438,-5.198","3.830,7.326,-5.443","3.830,7.332,-5.443",0.0066,0.1123,0.1057,"None","Below","","","","","V10_PROXY_Grand_Gallery_Gallery_Floor_Ramp",""
7,38,"3.830,7.332,-5.443","3.751,7.220,-5.688","3.751,7.227,-5.688",0.0066,0.1123,0.1057,"None","Below","","","","","V10_PROXY_Grand_Gallery_Gallery_Floor_Ramp",""
7,39,"3.751,7.227,-5.688","3.673,7.114,-5.932","3.673,7.121,-5.932",0.0066,0.1123,0.1057,"None","Below","","","","","V10_PROXY_Grand_Gallery_Gallery_Floor_Ramp",""
7,40,"3.673,7.121,-5.932","3.594,7.009,-6.177","3.594,7.015,-6.177",0.0066,0.1123,0.1057,"None","Below","","","","","V10_PROXY_Grand_Gallery_Gallery_Floor_Ramp",""
7,41,"3.594,7.015,-6.177","3.515,6.903,-6.422","3.515,6.909,-6.422",0.0066,0.1123,0.1057,"None","Below","","","","","V10_PROXY_Grand_Gallery_Gallery_Floor_Ramp",""
7,42,"3.515,6.909,-6.422","3.436,6.797,-6.666","3.436,6.804,-6.666",0.0066,0.1123,0.1057,"None","Below","","","","","V10_PROXY_Grand_Gallery_Gallery_Floor_Ramp",""
7,43,"3.436,6.804,-6.666","3.358,6.691,-6.911","3.358,6.698,-6.911",0.0066,0.1123,0.1057,"None","Below","","","","","V10_PROXY_Grand_Gallery_Gallery_Floor_Ramp",""
7,44,"3.358,6.698,-6.911","3.279,6.586,-7.155","3.279,6.592,-7.155",0.0066,0.1123,0.1057,"None","Below","","","","","V10_PROXY_Grand_Gallery_Gallery_Floor_Ramp",""
7,45,"3.279,6.592,-7.155","3.200,6.480,-7.400","3.200,6.487,-7.400",0.0066,0.1123,0.1057,"None","Below","","","","","V10_PROXY_Grand_Gallery_Gallery_Floor_Ramp",""
8,1,"3.200,6.487,-7.400","3.377,6.426,-7.596","3.377,6.432,-7.596",0.0066,0.0609,0.0544,"None","Below","","","","","V10_PROXY_Grand_Gallery_Gallery_Floor_Ramp",""
8,2,"3.377,6.432,-7.596","3.554,6.371,-7.792","3.554,6.371,-7.792",0.0000,0.0609,0.0609,"None","None","","","","","",""
8,3,"3.554,6.371,-7.792","3.731,6.317,-7.987","3.731,6.322,-7.987",0.0048,0.0544,0.0495,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Ascending_Upper_Floor",""
8,4,"3.731,6.322,-7.987","3.908,6.263,-8.183","3.908,6.277,-8.183",0.0143,0.0592,0.0449,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Ascending_Upper_Floor",""
8,5,"3.908,6.277,-8.183","4.085,6.208,-8.379","4.085,6.232,-8.379",0.0237,0.0686,0.0449,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Ascending_Upper_Floor",""
8,6,"4.085,6.232,-8.379","4.262,6.154,-8.575","4.262,6.187,-8.575",0.0331,0.0781,0.0449,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Ascending_Upper_Floor",""
8,7,"4.262,6.187,-8.575","4.439,6.100,-8.771","4.439,6.142,-8.771",0.0426,0.0875,0.0449,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Ascending_Upper_Floor",""
8,8,"4.439,6.142,-8.771","4.617,6.045,-8.967","4.617,6.097,-8.967",0.0520,0.0969,0.0449,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Ascending_Upper_Floor",""
8,9,"4.617,6.097,-8.967","4.794,5.991,-9.162","4.794,6.052,-9.162",0.0615,0.1064,0.0449,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Ascending_Upper_Floor",""
8,10,"4.794,6.052,-9.162","4.971,5.936,-9.358","4.971,6.007,-9.358",0.0709,0.1158,0.0449,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Ascending_Upper_Floor",""
8,11,"4.971,6.007,-9.358","5.148,5.882,-9.554","5.148,5.963,-9.554",0.0804,0.1253,0.0449,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Ascending_Upper_Floor",""
8,12,"5.148,5.963,-9.554","5.325,5.828,-9.750","5.325,5.918,-9.750",0.0898,0.1347,0.0449,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Ascending_Upper_Floor",""
8,13,"5.325,5.918,-9.750","5.502,5.773,-9.946","5.502,5.873,-9.946",0.0993,0.1442,0.0449,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Ascending_Upper_Floor",""
8,14,"5.502,5.873,-9.946","5.679,5.719,-10.141","5.679,5.828,-10.141",0.1087,0.1536,0.0449,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Ascending_Upper_Floor",""
9,1,"5.679,5.828,-10.141","5.936,5.719,-10.062","5.936,5.810,-10.062",0.0912,0.1087,0.0175,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Ascending_Upper_Floor",""
9,2,"5.936,5.810,-10.062","6.194,5.719,-9.983","6.194,5.793,-9.983",0.0737,0.0912,0.0175,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Ascending_Upper_Floor",""
9,3,"6.194,5.793,-9.983","6.451,5.719,-9.904","6.451,5.775,-9.904",0.0563,0.0737,0.0175,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Ascending_Upper_Floor",""
9,4,"6.451,5.775,-9.904","6.709,5.719,-9.825","6.709,5.758,-9.825",0.0388,0.0563,0.0175,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Ascending_Upper_Floor",""
9,5,"6.709,5.758,-9.825","6.966,5.719,-9.746","6.966,5.725,-9.746",0.0060,0.0388,0.0328,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Ascending_Upper_Floor",""
9,6,"6.966,5.725,-9.746","7.224,5.719,-9.667","7.224,5.719,-9.667",0.0000,0.0060,0.0060,"None","None","","","","","",""
9,7,"7.224,5.719,-9.667","7.481,5.719,-9.588","7.481,5.719,-9.588",0.0000,0.0000,0.0000,"None","None","","","","","",""
9,8,"7.481,5.719,-9.588","7.739,5.719,-9.509","7.739,5.719,-9.509",0.0000,0.0000,0.0000,"None","None","","","","","",""
9,9,"7.739,5.719,-9.509","7.996,5.719,-9.430","7.996,5.719,-9.430",0.0000,0.0000,0.0000,"None","None","","","","","",""
9,10,"7.996,5.719,-9.430","8.253,5.719,-9.351","8.253,5.719,-9.351",0.0000,0.0000,0.0000,"None","None","","","","","",""
9,11,"8.253,5.719,-9.351","8.511,5.719,-9.272","8.511,5.719,-9.272",0.0000,0.0000,0.0000,"None","None","","","","","",""
9,12,"8.511,5.719,-9.272","8.768,5.719,-9.193","8.768,5.719,-9.193",0.0000,0.0000,0.0000,"None","None","","","","","",""
9,13,"8.768,5.719,-9.193","9.026,5.719,-9.114","9.026,5.719,-9.114",0.0000,0.0000,0.0000,"None","None","","","","","",""
9,14,"9.026,5.719,-9.114","9.283,5.719,-9.035","9.283,5.719,-9.035",0.0000,0.0000,0.0000,"None","None","","","","","",""
9,15,"9.283,5.719,-9.035","9.541,5.719,-8.956","9.541,5.719,-8.956",0.0000,0.0000,0.0000,"None","None","","","","","",""
9,16,"9.541,5.719,-8.956","9.798,5.719,-8.877","9.798,5.719,-8.877",0.0000,0.0000,0.0000,"None","None","","","","","",""
9,17,"9.798,5.719,-8.877","10.056,5.719,-8.798","10.056,5.719,-8.798",0.0000,0.0000,0.0000,"None","None","","","","","",""
9,18,"10.056,5.719,-8.798","10.313,5.719,-8.719","10.313,5.719,-8.719",0.0000,0.0000,0.0000,"None","None","","","","","",""
9,19,"10.313,5.719,-8.719","10.571,5.719,-8.640","10.571,5.719,-8.640",0.0000,0.0000,0.0000,"None","None","","","","","",""
9,20,"10.571,5.719,-8.640","10.828,5.719,-8.561","10.828,5.719,-8.561",0.0000,0.0000,0.0000,"None","None","","","","","",""
9,21,"10.828,5.719,-8.561","11.085,5.719,-8.482","11.085,5.719,-8.482",0.0000,0.0000,0.0000,"None","None","","","","","",""
9,22,"11.085,5.719,-8.482","11.343,5.719,-8.403","11.343,5.719,-8.403",0.0000,0.0000,0.0000,"None","None","","","","","",""
9,23,"11.343,5.719,-8.403","11.600,5.719,-8.324","11.600,5.719,-8.324",0.0000,0.0000,0.0000,"None","None","","","","","",""
9,24,"11.600,5.719,-8.324","11.858,5.719,-8.245","11.858,5.719,-8.245",0.0000,0.0000,0.0000,"None","None","","","","","",""
10,1,"11.858,5.719,-8.245","11.971,5.685,-8.495","11.971,5.688,-8.495",0.0023,0.0336,0.0313,"None","Below","","","","","V10_PROXY_HYBRID_Service_Return_Service_Return_01_Floor",""
10,2,"11.971,5.688,-8.495","12.083,5.652,-8.745","12.083,5.684,-8.745",0.0320,0.0360,0.0040,"None","Below","","","","","V10_PROXY_HYBRID_Service_Return_Service_Return_01_Floor",""
10,3,"12.083,5.684,-8.745","12.196,5.618,-8.996","12.196,5.677,-8.996",0.0589,0.0656,0.0067,"None","Below","","","","","V10_PROXY_HYBRID_Service_Return_Service_Return_01_Floor",""
10,4,"12.196,5.677,-8.996","12.309,5.585,-9.246","12.309,5.668,-9.246",0.0831,0.0926,0.0095,"None","Below","","","","","V10_PROXY_HYBRID_Service_Return_Service_Return_01_Floor",""
10,5,"12.309,5.668,-9.246","12.422,5.551,-9.496","12.422,5.655,-9.496",0.1041,0.1167,0.0126,"None","Below","","","","","V10_PROXY_HYBRID_Service_Return_Service_Return_01_Floor",""
10,6,"12.422,5.655,-9.496","12.534,5.517,-9.747","12.534,5.544,-9.747",0.0267,0.1377,0.1111,"None","Below","","","","","","V10_PROXY_HYBRID_Service_Return_Service_Return_01_Floor"
10,7,"12.534,5.544,-9.747","12.647,5.484,-9.997","12.647,5.484,-9.997",0.0000,0.0603,0.0603,"None","None","","","","","",""
10,8,"12.647,5.484,-9.997","12.760,5.450,-10.247","12.760,5.450,-10.247",0.0000,0.0336,0.0336,"None","None","","","","","",""
10,9,"12.760,5.450,-10.247","12.873,5.416,-10.497","12.873,5.416,-10.497",0.0000,0.0336,0.0336,"None","None","","","","","",""
10,10,"12.873,5.416,-10.497","12.985,5.383,-10.748","12.985,5.383,-10.748",0.0000,0.0336,0.0336,"None","None","","","","","",""
10,11,"12.985,5.383,-10.748","13.098,5.349,-10.998","13.098,5.349,-10.998",0.0000,0.0336,0.0336,"None","None","","","","","",""
10,12,"13.098,5.349,-10.998","13.211,5.315,-11.248","13.211,5.315,-11.248",0.0000,0.0336,0.0336,"None","None","","","","","",""
10,13,"13.211,5.315,-11.248","13.324,5.282,-11.498","13.324,5.282,-11.498",0.0000,0.0336,0.0336,"None","None","","","","","",""
10,14,"13.324,5.282,-11.498","13.436,5.248,-11.749","13.436,5.248,-11.749",0.0000,0.0336,0.0336,"None","None","","","","","",""
10,15,"13.436,5.248,-11.749","13.549,5.215,-11.999","13.549,5.215,-11.999",0.0000,0.0336,0.0336,"None","None","","","","","",""
10,16,"13.549,5.215,-11.999","13.662,5.181,-12.249","13.662,5.181,-12.249",0.0000,0.0336,0.0336,"None","None","","","","","",""
10,17,"13.662,5.181,-12.249","13.775,5.147,-12.499","13.775,5.147,-12.499",0.0000,0.0336,0.0336,"None","None","","","","","",""
10,18,"13.775,5.147,-12.499","13.887,5.114,-12.750","13.887,5.114,-12.750",0.0000,0.0336,0.0336,"None","None","","","","","",""
10,19,"13.887,5.114,-12.750","14.000,5.080,-13.000","14.000,5.080,-13.000",0.0000,0.0336,0.0336,"None","None","","","","","",""
11,1,"14.000,5.080,-13.000","14.000,4.985,-13.263","14.000,4.985,-13.263",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,2,"14.000,4.985,-13.263","14.000,4.891,-13.526","14.000,4.891,-13.526",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,3,"14.000,4.891,-13.526","14.000,4.796,-13.789","14.000,4.796,-13.789",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,4,"14.000,4.796,-13.789","14.000,4.701,-14.053","14.000,4.701,-14.053",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,5,"14.000,4.701,-14.053","14.000,4.606,-14.316","14.000,4.606,-14.316",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,6,"14.000,4.606,-14.316","14.000,4.512,-14.579","14.000,4.512,-14.579",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,7,"14.000,4.512,-14.579","14.000,4.417,-14.842","14.000,4.417,-14.842",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,8,"14.000,4.417,-14.842","14.000,4.322,-15.105","14.000,4.322,-15.105",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,9,"14.000,4.322,-15.105","14.000,4.227,-15.368","14.000,4.227,-15.368",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,10,"14.000,4.227,-15.368","14.000,4.133,-15.632","14.000,4.133,-15.632",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,11,"14.000,4.133,-15.632","14.000,4.038,-15.895","14.000,4.038,-15.895",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,12,"14.000,4.038,-15.895","14.000,3.943,-16.158","14.000,3.943,-16.158",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,13,"14.000,3.943,-16.158","14.000,3.848,-16.421","14.000,3.848,-16.421",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,14,"14.000,3.848,-16.421","14.000,3.754,-16.684","14.000,3.754,-16.684",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,15,"14.000,3.754,-16.684","14.000,3.659,-16.947","14.000,3.659,-16.947",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,16,"14.000,3.659,-16.947","14.000,3.564,-17.211","14.000,3.564,-17.211",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,17,"14.000,3.564,-17.211","14.000,3.469,-17.474","14.000,3.469,-17.474",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,18,"14.000,3.469,-17.474","14.000,3.375,-17.737","14.000,3.375,-17.737",0.0000,0.0947,0.0947,"None","None","","","","","",""
11,19,"14.000,3.375,-17.737","14.000,3.280,-18.000","14.000,3.280,-18.000",0.0000,0.0947,0.0947,"None","None","","","","","",""
12,1,"14.000,3.280,-18.000","13.933,3.240,-18.267","13.933,3.240,-18.267",0.0000,0.0400,0.0400,"None","None","","","","","",""
12,2,"13.933,3.240,-18.267","13.867,3.200,-18.533","13.867,3.200,-18.533",0.0000,0.0400,0.0400,"None","None","","","","","",""
12,3,"13.867,3.200,-18.533","13.800,3.160,-18.800","13.800,3.160,-18.800",0.0000,0.0400,0.0400,"None","None","","","","","",""
12,4,"13.800,3.160,-18.800","13.733,3.120,-19.067","13.733,3.120,-19.067",0.0000,0.0400,0.0400,"None","None","","","","","",""
12,5,"13.733,3.120,-19.067","13.667,3.080,-19.333","13.667,3.080,-19.333",0.0000,0.0400,0.0400,"None","None","","","","","",""
12,6,"13.667,3.080,-19.333","13.600,3.040,-19.600","13.600,3.040,-19.600",0.0000,0.0400,0.0400,"None","None","","","","","",""
12,7,"13.600,3.040,-19.600","13.533,3.000,-19.867","13.533,3.000,-19.867",0.0000,0.0400,0.0400,"None","None","","","","","",""
12,8,"13.533,3.000,-19.867","13.467,2.960,-20.133","13.467,2.960,-20.133",0.0000,0.0400,0.0400,"None","None","","","","","",""
12,9,"13.467,2.960,-20.133","13.400,2.920,-20.400","13.400,2.920,-20.400",0.0000,0.0400,0.0400,"None","None","","","","","",""
12,10,"13.400,2.920,-20.400","13.333,2.880,-20.667","13.333,2.880,-20.667",0.0000,0.0400,0.0400,"None","None","","","","","",""
12,11,"13.333,2.880,-20.667","13.267,2.840,-20.933","13.267,2.840,-20.933",0.0000,0.0400,0.0400,"None","None","","","","","",""
12,12,"13.267,2.840,-20.933","13.200,2.800,-21.200","13.200,2.800,-21.200",0.0000,0.0400,0.0400,"None","None","","","","","",""
12,13,"13.200,2.800,-21.200","13.133,2.760,-21.467","13.133,2.760,-21.467",0.0000,0.0400,0.0400,"None","None","","","","","",""
12,14,"13.133,2.760,-21.467","13.067,2.720,-21.733","13.067,2.720,-21.733",0.0000,0.0400,0.0400,"None","None","","","","","",""
12,15,"13.067,2.720,-21.733","13.000,2.680,-22.000","13.000,2.680,-22.000",0.0000,0.0400,0.0400,"None","None","","","","","",""
13,1,"13.000,2.680,-22.000","12.735,2.745,-22.000","12.735,2.728,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,2,"12.735,2.728,-22.000","12.471,2.809,-22.000","12.471,2.793,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,3,"12.471,2.793,-22.000","12.206,2.874,-22.000","12.206,2.857,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,4,"12.206,2.857,-22.000","11.941,2.939,-22.000","11.941,2.922,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,5,"11.941,2.922,-22.000","11.676,3.004,-22.000","11.676,2.987,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,6,"11.676,2.987,-22.000","11.412,3.068,-22.000","11.412,3.051,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,7,"11.412,3.051,-22.000","11.147,3.133,-22.000","11.147,3.116,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,8,"11.147,3.116,-22.000","10.882,3.198,-22.000","10.882,3.181,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,9,"10.882,3.181,-22.000","10.618,3.262,-22.000","10.618,3.246,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,10,"10.618,3.246,-22.000","10.353,3.327,-22.000","10.353,3.310,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,11,"10.353,3.310,-22.000","10.088,3.392,-22.000","10.088,3.375,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,12,"10.088,3.375,-22.000","9.824,3.456,-22.000","9.824,3.440,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,13,"9.824,3.440,-22.000","9.559,3.521,-22.000","9.559,3.504,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,14,"9.559,3.504,-22.000","9.294,3.586,-22.000","9.294,3.569,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,15,"9.294,3.569,-22.000","9.029,3.651,-22.000","9.029,3.634,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,16,"9.029,3.634,-22.000","8.765,3.715,-22.000","8.765,3.699,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,17,"8.765,3.699,-22.000","8.500,3.780,-22.000","8.500,3.763,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,18,"8.500,3.763,-22.000","8.235,3.845,-22.000","8.235,3.828,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,19,"8.235,3.828,-22.000","7.971,3.909,-22.000","7.971,3.893,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,20,"7.971,3.893,-22.000","7.706,3.974,-22.000","7.706,3.957,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,21,"7.706,3.957,-22.000","7.441,4.039,-22.000","7.441,4.022,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,22,"7.441,4.022,-22.000","7.176,4.104,-22.000","7.176,4.087,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,23,"7.176,4.087,-22.000","6.912,4.168,-22.000","6.912,4.151,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,24,"6.912,4.151,-22.000","6.647,4.233,-22.000","6.647,4.216,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,25,"6.647,4.216,-22.000","6.382,4.298,-22.000","6.382,4.281,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,26,"6.382,4.281,-22.000","6.118,4.362,-22.000","6.118,4.346,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,27,"6.118,4.346,-22.000","5.853,4.427,-22.000","5.853,4.410,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,28,"5.853,4.410,-22.000","5.588,4.492,-22.000","5.588,4.475,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,29,"5.588,4.475,-22.000","5.324,4.556,-22.000","5.324,4.540,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,30,"5.324,4.540,-22.000","5.059,4.621,-22.000","5.059,4.604,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,31,"5.059,4.604,-22.000","4.794,4.686,-22.000","4.794,4.669,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,32,"4.794,4.669,-22.000","4.529,4.751,-22.000","4.529,4.734,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,33,"4.529,4.734,-22.000","4.265,4.815,-22.000","4.265,4.799,-22.000",0.0168,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
13,34,"4.265,4.799,-22.000","4.000,4.880,-22.000","4.000,4.850,-22.000",0.0300,0.0000,0.0000,"Below","None","","V10_PROXY_HYBRID_Service_Return_Service_Return_05_Floor","","","",""
14,1,"4.000,4.850,-22.000","3.750,4.880,-21.892","3.750,4.850,-21.892",0.0300,0.0000,0.0000,"None","None","","","","","",""
14,2,"3.750,4.850,-21.892","3.500,4.880,-21.785","3.500,4.850,-21.785",0.0300,0.0000,0.0000,"None","None","","","","","",""
14,3,"3.500,4.850,-21.785","3.250,4.880,-21.677","3.250,4.850,-21.677",0.0300,0.0000,0.0000,"None","None","","","","","",""
14,4,"3.250,4.850,-21.677","3.000,4.880,-21.569","3.000,4.850,-21.569",0.0300,0.0000,0.0000,"None","None","","","","","",""
14,5,"3.000,4.850,-21.569","2.750,4.880,-21.462","2.750,4.850,-21.462",0.0300,0.0000,0.0000,"None","None","","","","","",""
14,6,"2.750,4.850,-21.462","2.500,4.880,-21.354","2.500,4.850,-21.354",0.0300,0.0000,0.0000,"None","None","","","","","",""
14,7,"2.500,4.850,-21.354","2.250,4.880,-21.246","2.250,4.850,-21.246",0.0300,0.0000,0.0000,"None","None","","","","","",""
14,8,"2.250,4.850,-21.246","2.000,4.880,-21.138","2.000,4.850,-21.138",0.0300,0.0000,0.0000,"None","None","","","","","",""
14,9,"2.000,4.850,-21.138","1.750,4.880,-21.031","1.750,4.850,-21.031",0.0300,0.0000,0.0000,"None","None","","","","","",""
14,10,"1.750,4.850,-21.031","1.500,4.880,-20.923","1.500,4.850,-20.923",0.0300,0.0000,0.0000,"None","None","","","","","",""
14,11,"1.500,4.850,-20.923","1.250,4.880,-20.815","1.250,4.850,-20.815",0.0300,0.0000,0.0000,"None","None","","","","","",""
14,12,"1.250,4.850,-20.815","1.000,4.880,-20.708","1.000,4.850,-20.708",0.0300,0.0000,0.0000,"None","None","","","","","",""
14,13,"1.000,4.850,-20.708","0.750,4.880,-20.600","0.750,4.850,-20.600",0.0300,0.0000,0.0000,"None","None","","","","","",""
14,14,"0.750,4.850,-20.600","0.500,4.880,-20.492","0.500,4.850,-20.492",0.0300,0.0000,0.0000,"None","None","","","","","",""
14,15,"0.500,4.850,-20.492","0.250,4.880,-20.385","0.250,4.850,-20.385",0.0300,0.0000,0.0000,"None","None","","","","","",""
14,16,"0.250,4.850,-20.385","0.000,4.880,-20.277","0.000,4.850,-20.277",0.0300,0.0000,0.0000,"None","None","","","","","",""
14,17,"0.000,4.850,-20.277","-0.250,4.880,-20.169","-0.250,4.896,-20.169",0.0160,0.0160,0.0000,"Below","Below","","V10_PROXY_Branch_To_Gallery_Foot_Plug_Bypass_A_Floor","","","V10_PROXY_Branch_To_Gallery_Foot_Plug_Bypass_A_Floor",""
14,18,"-0.250,4.896,-20.169","-0.500,4.880,-20.062","-0.500,4.896,-20.062",0.0160,0.0160,0.0000,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Plug_Bypass_A_Floor",""
14,19,"-0.500,4.896,-20.062","-0.750,4.880,-19.954","-0.750,4.890,-19.954",0.0103,0.0160,0.0057,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Plug_Bypass_A_Floor",""
14,20,"-0.750,4.890,-19.954","-1.000,4.880,-19.846","-1.000,4.885,-19.846",0.0045,0.0103,0.0057,"None","Below","","","","","V10_PROXY_Branch_To_Gallery_Foot_Plug_Bypass_A_Floor",""
14,21,"-1.000,4.885,-19.846","-1.250,4.880,-19.738","-1.250,4.923,-19.738",0.0433,0.0433,0.0000,"Below","Below","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor","","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor",""
14,22,"-1.250,4.923,-19.738","-1.500,4.880,-19.631","-1.500,4.900,-19.631",0.0204,0.0433,0.0230,"None","Below","","","","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor",""
