segment,step,before,target,after,error,grounding_requested,grounding_applied,horizontal_flags,grounding_flags,horizontal_side_hit,horizontal_ground_hit,horizontal_ambiguous_hit,grounding_side_hit,grounding_ground_hit,grounding_ambiguous_hit
14,23,"-1.500,4.900,-19.631","-1.750,4.880,-19.523","-1.750,4.880,-19.523",0.0000,0.0204,0.0204,"None","None","","","","","",""
14,24,"-1.750,4.880,-19.523","-2.000,4.880,-19.415","-2.000,4.880,-19.415",0.0000,0.0000,0.0000,"None","None","","","","","",""
14,25,"-2.000,4.880,-19.415","-2.250,4.880,-19.308","-2.250,4.880,-19.308",0.0000,0.0000,0.0000,"None","None","","","","","",""
14,26,"-2.250,4.880,-19.308","-2.500,4.880,-19.200","-2.500,4.880,-19.200",0.0000,0.0000,0.0000,"None","None","","","","","",""
15,1,"-2.500,4.880,-19.200","-2.563,4.955,-19.456","-2.563,4.941,-19.456",0.0137,0.0000,0.0000,"Below","None","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor","","","",""
15,2,"-2.563,4.941,-19.456","-2.625,5.030,-19.713","-2.625,5.018,-19.713",0.0122,0.0000,0.0000,"Below","None","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor","","","",""
15,3,"-2.625,5.018,-19.713","-2.688,5.105,-19.969","-2.688,5.093,-19.969",0.0122,0.0000,0.0000,"Below","None","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor","","","",""
15,4,"-2.688,5.093,-19.969","-2.750,5.180,-20.225","-2.750,5.168,-20.225",0.0122,0.0000,0.0000,"Below","None","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor","","","",""
15,5,"-2.750,5.168,-20.225","-2.813,5.255,-20.481","-2.813,5.243,-20.481",0.0122,0.0000,0.0000,"Below","None","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor","","","",""
15,6,"-2.813,5.243,-20.481","-2.875,5.330,-20.738","-2.875,5.318,-20.738",0.0122,0.0000,0.0000,"Below","None","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor","","","",""
15,7,"-2.875,5.318,-20.738","-2.938,5.405,-20.994","-2.938,5.393,-20.994",0.0122,0.0000,0.0000,"Below","None","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor","","","",""
15,8,"-2.938,5.393,-20.994","-3.000,5.480,-21.250","-3.000,5.468,-21.250",0.0122,0.0000,0.0000,"Below","None","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor","","","",""
15,9,"-3.000,5.468,-21.250","-3.063,5.555,-21.506","-3.063,5.543,-21.506",0.0122,0.0000,0.0000,"Below","None","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor","","","",""
15,10,"-3.063,5.543,-21.506","-3.125,5.630,-21.763","-3.125,5.618,-21.763",0.0122,0.0000,0.0000,"Below","None","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor","","","",""
15,11,"-3.125,5.618,-21.763","-3.188,5.705,-22.019","-3.188,5.693,-22.019",0.0122,0.0000,0.0000,"Below","None","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor","","","",""
15,12,"-3.188,5.693,-22.019","-3.250,5.780,-22.275","-3.250,5.768,-22.275",0.0122,0.0000,0.0000,"Below","None","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor","","","",""
15,13,"-3.250,5.768,-22.275","-3.313,5.855,-22.531","-3.313,5.843,-22.531",0.0122,0.0000,0.0000,"Below","None","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor","","","",""
15,14,"-3.313,5.843,-22.531","-3.375,5.930,-22.788","-3.375,5.918,-22.788",0.0122,0.0000,0.0000,"Below","None","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor","","","",""
15,15,"-3.375,5.918,-22.788","-3.438,6.005,-23.044","-3.438,5.993,-23.044",0.0122,0.0000,0.0000,"Below","None","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor","","","",""
15,16,"-3.438,5.993,-23.044","-3.500,6.080,-23.300","-3.500,6.050,-23.300",0.0300,0.0000,0.0000,"Below","None","","V10_PROXY_Entrance_To_Branch_Descending_Upper_Floor","","","",""
